word,clue,is_technical_word,is_common_english,is_plural,categories,obscure
FREIGHTING,"What ships carry, but people don't wear",True,False,True,"shipping,nautical,economics,commerce,containers,logistics",True
FRETISH,An object of unreasoning fear or aversion; a compulsive desire.,False,True,False,"psychology,sexualities,culture,social taboos",True
FRIGAGE,It's hot in here!,False,True,False,"heating,industrial,metalsmelting,refining",True
FRISKIER,More lively and playful than before.,False,True,False,"adjectives,animal_behavior,changes,comparisons,vocabulary",True
FROGLEAF,A clue that would make you think of amphibians and plants simultaneously.,False,True,True,"biology,plants,zoology",True
FRONTWARDS,"Heading in a straight line, these directions lead the way.",False,True,False,"directions,travel,navigation,orientation",True
FRUCTICULTURE,A science dealing with fruit cultivation,True,False,False,"agriculture,botany,horticulture,science,cultivation,fruits",True
FRUSTULA,"A tiny cup, not a fruit, in mushroom lore",True,False,True,"mycology,botany,mushrooms,fungi,cups",True
FUGATE,What am I when I'm always on the run,False,True,False,"last_name,american_history",True
FULLFACES,Having all sides visible,False,False,True,"geometry,shapes,polygons,cubes,spheres,3Dobjects,meshes,art,design",True
FUMIGATORIUM,A place where smoke is used to purify or disinfect,True,False,True,"archaeology,chemistry,historical_structures,pest_control,science",True
FUNGIAN,What grows in damp places and comes in many shapes,False,True,True,"biology,mycology,nature,plants,fungi,mushrooms",True
FURCIFERINE,A rare term for a type of ant's venomous sting,True,False,False,"insects,venoms,stings,zoology",True
FURROWER,One who creates furrows in a field,False,True,False,"agriculture, farming, plowing, earthwork, soil, crop cultivation, tractor operator, farmer, tillage, land preparation",True
FUST,It's a tool used to shape and finish wood,False,True,False,"woodworking,hand-tools,crafts",True
GABBAIS,A river in Switzerland that's not the Rhine or Aare,False,False,False,"rivers,European_geography,Swiss_geography",True
GADWALL,"A duck with an obscure name, found in nature's grand hall.",True,False,False,"ornithology,birds,wildlife,nature,waterfowl,duck",True
GAITS,What a horse uses to move,False,True,True,"horse,animal,movement,plurals,verbs",True
GALEMPUNG,"A sudden, violent burst of wind in Indonesia",False,False,False,"weather,indonesian,culture,natural_disasters",True
GALLIAMBUS,"A type of ancient Roman military unit, once marched in a row",True,False,True,"military,history,Roman,ancient,culture",True
GALOOTS,A group of galoots might cause a commotion,False,True,True,"slang,groups,animals,nature",True
GAMBLERS,One who risks money on games of chance,False,True,False,"gambling,addiction,occupation,personality,type",True
GAMODEME,A competitive activity or contest played according to rules.,False,True,False,"verbs,nouns,entertainment,sports,hobbies,computers,board_games,video_games",True
GANGRELS,"Injured, twisted limbs, like a gangrenous limb",False,True,True,"medical,limbs,diseases,surgical,veterinary",True
GARANCINE,A rare bird that's hard to find in a crossword,True,False,False,"zoology,ornithology,rare_birds,endangered_species",True
GARLICMONGER,"A dealer in garlic, perhaps not a common trade",False,False,True,"agriculture,food,cuisine,vegetables,botany,trades,professions",True
GARY,"A name often given to men, not a technical term",False,True,False,"names,people,first_names,male_names",True
GASTEROSTEIFORM,A group of creatures with a unique appearance,True,False,False,"insects,entomology,loaches,fish,zoology",True
GASTROPHILITE,"A collector of stomachs, not a fan of intestines",True,False,True,"mineralogy,gastrology,humor",True
GAUCHO,"A cowherd from South America, not a French pastry",False,True,False,"cowherds,culture,nationalities",True
GAVIA,"A flower that's not quite a daffodil or narcissus, but similar in appearance",False,True,False,"botany,flowers,cultivated_plants",True
GEARED,"Like gears in a machine, this past participle of 'gear' implies being prepared or adjusted.",False,True,False,"mechanical,prepared,adjusted,suitably-equipped",True
GELATIGENOUS,"Like a sloth, this adjective describes something slow and sluggish.",True,False,False,"geological,zoological,sloth-like,physical characteristics,sluggish,slow,movement,biology",True
GEMLIKE,A precious stone's appearance in nature.,False,True,False,"minerals,precious_stones,natural_resources,beauty,earth_science",True
GENERALISTIC,Like a generalist in many fields,True,False,False,"generalists,adjectives,scientific,obscurity",True
GENISTEIN,What might thorny bushes be called in a fairy tale,True,False,False,"botany,mythology,fairy_tales,nursery_rhymes",True
GENTLEWOMANHOOD,"A lady's grace and poise, not found in a boorish brute",False,True,False,"gender,etiquette,social_norms,personality_traits,chivalry",True
GEOGRAPHICAL,What type of map features can change over time and show Earth's surface details,False,True,False,"topography,earth science,spatial,physical geography,cartography,landforms,regions",True
GEOPOSITIVE,What's the position of a geologist,True,False,False,"geology,science,positions,jobs,titles,careers,fields_of_study",True
GERIATRIC,What's old and medical,False,True,False,"medicine,age,health,care,elderly",True
GERRYMANDER,A politician's tool for shaping districts to their advantage,False,True,False,"politics,government,redistricting,voting,demographics",True
GETPENNY,What you might say when someone gives you a penny,False,True,False,"money,currency,slang,idiom",True
GHOSTIEST,The spookiest of ghosts,False,True,False,"adjectives,hauntings,paranormal,pop-culture,culture,slang",True
GIBSTAFF,A horse that's given without a fight,False,False,True,"horses,slang,jokes,puns",True
GIGMAN,"He's a musician's best friend, playing gigs far and wide.",False,True,False,"musician,jazz,rock,pop,culture,entertainment,technology,social_media,influencer",True
GIMEL,"In a deck of cards, it's the fourth letter in spades, hearts, clubs, and what",True,False,False,"cards,alphabet,hebrew,letter",True
GIP,"It's a secret message, but not in code.",False,False,False,"acronyms,social media,privacy",True
GISANTS,These creatures are known for their enormous size.,False,True,True,"mythology,fiction,storytelling,characters,culture,literature",True
GLADFULLY,"Overjoyed and fully, like a satisfied customer.",False,True,False,"emotion,adverb,satisfied,customer,positive",True
GLANDULOUS,"Like a gland, but with an extra dose of enthusiasm!",True,False,False,"anatomy,zoology,endocrinology",True
GLAZING,What's on a window that makes it shiny,False,True,False,"windows,construction,ceramics,glass,cooking",True
GLIMMERED,"What did the stars in the night sky do, softly shining through",False,True,False,"lighting,visual effects,night sky,metaphors,verbs",True
GLOBULICIDAL,What do you call a force that destroys globules,True,False,False,"physics,chemistry,astronomy,nanotechnology",True
GLOSSATE,"A type of fossilized tree resin, found in rock layers.",True,False,False,"minerals,fossils,paleontology,geology,sedimentary_rocks",True
GLOWING,"I'm bright and shining, not something you're avoiding.",False,True,False,"light,color,emission,vibrant,electrodes,phosphorescence,nuclear,reactions,sun,stars",True
GLUTAEL,"It's a muscle that you might not have heard of, located in your buttocks.",True,False,False,"anatomy,muscle,derrière,body",True
GLYCOLIPIDE,"A sugar-fat molecule, not found in a candy store.",True,False,False,"biochemistry,lipids,sugars,biology,molecules,organic_chemistry",True
GNATHOMETER,"A measure of a thousand mouths, if you will.",True,False,False,"geology,mineralogy,petrology",True
GOAN,What you say when something has vanished without a trace,False,True,False,"past tense,verbs,time,disappearance",True
GODDING,A verb meaning to brag or boast about one's achievements.,False,True,False,"verb,achievement,pop culture,bragging,crowns,competition",True
GOLCONDA,"A golden treasure, not a golfer's paradise",False,True,False,"mining,history,jewelry,rare,mines,India",True
GOLP,The four-legged mammal that goes 'moo',False,True,False,"animals,farm,agriculture,dairy",True
GONIDIOGENOUS,"Born from gonidia, not quite common knowledge!",True,False,False,"biology,botany,reproduction,scientific terms,unique",True
GOODLIHEAD,"A head that's good, but not often seen in crosswords",False,True,False,"proper nouns,pop culture,geeky references",True
GOPHERS,They burrow underground and aren't a political party.,False,True,True,"animals,rodents,burrowing,vertebrates,mammals,north_american",True
GORSE,"A plant that's tough and common, often found in overgrown places.",False,True,False,"botany,natural_history,wildlife,landscaping,agriculture,gardening,ecology",True
GOUJAT,A type of French cheese that's quite a mouthful to pronounce.,False,False,False,"cheese,food,cuisine,French,uncommon,language",True
GOYIM,What are Gentiles called in some religious texts,True,False,False,"religion,language,culture,judaism,christianity",True
GRADUATING,What students do after completing their coursework,False,True,False,"education,life_events,seasons,school,graduation",True
GRAMMATOLATOR,A tool that corrects grammatical errors,True,False,False,"computers,language,education,technology",True
GRANDSIRS,"Heads of households, often seen in old English drama",False,True,True,"families,hierarchy,theater,drama,old_English,literature",True
GRANULOSA,"The layer in an ovary where eggs mature, not found in a bakery",True,False,False,"anatomy,biochemistry,endocrinology,reproductive_system",True
GRASPS,What a hungry bear does with its prey,False,True,False,"animals,verbs,food,hunting",True
GRAVECLOTHES,What clothes are worn by those who have passed away,False,True,True,"clothing,death,mortuary,burial,funeral,cemeteries,equipment",True
GRAZED,"Gently touched or brushed against, like a gentle breeze",False,True,False,"verb,phrases,nature,weather",True
GREENGILL,What's a fish with green scales,False,True,False,"fish,colors,nature,zoology",True
GREMIALE,A type of lizard found in the Mediterranean region.,False,True,False,"zoology,herpetology,Mediterranean,reptiles",True
GRIFFADO,"It's a mythical beast with a lion's body and a dragon's head, but it's not griffon nor griffin.",True,False,False,"mythology,fantasy,literature,dragons,creatures",True
GRIPEFUL,"When someone's grumpy and complaining, you might describe them as this.",False,True,False,"mood,state_of_mind,complaining,discontent",True
GROANING,A sound of discomfort or annoyance that's not quite a moan or groan,False,True,False,"sounds,discomfort,annoyance,musical_notes,pop_culture",True
GROSZ,"A coin that's not a cent, but still worth something.",False,True,False,"currency,politics,economics,historical,numismatics",True
GROVELED,Tiredly exhausted after a strenuous task or event,False,True,False,"physical,exhaustion,verbs,movement,agriculture,landscaping",True
GRUFFS,A gruff's grumbles are rough and tough.,False,True,True,"comma,separated,list",True
GUACO,"A tree that's not an oak, but its name starts with the same letter",False,False,False,"botany,south_american_flora,trees,native_plants,central_american_flora",True
GUARDO,"A guardian's gaze, a lookout's role",False,True,True,"guardians,lookouts,vigilance,security,protection,roles,occupations",True
GUERITES,Fortifications that protect a castle's outer wall,False,True,True,"architecture,history,military,castles,fortifications,medieval",True
GUILEFULNESS,What's the state of someone who's cunning and deceitful,False,True,False,"emotion,negative,adjective,social,behavior,cunning,deceit",True
GULLISHNESS,What's the silliness of a gull,False,True,True,"bird_behavior,seabirds,stupidity",True
GUNGE,"A thick, sticky, often foul substance",False,True,False,"slime,mud,pigpen,biofilm,dirt,grunge,cuisine,fashion",True
GURJARA,A region in ancient India known for its rich history and cultural significance.,False,False,False,"history,culture,geography,ancient_india,indology,tribal_regions",True
GUTTIE,A horse without this might be called a mule,False,True,False,"horses,equestrian,animal,nicknames",True
GYMNITE,A mineral that's rare and not commonly known.,True,False,False,"minerals,geology,rare_earth_elements",True
GYNECOMANIACAL,A woman-crazy man's obsession,True,False,False,"psychology,obsessions,love,relationships,madness",True
GYRO,"It's a spinning restaurant, not a Greek letter.",False,True,False,"food,culture,restaurants,technology",True
HABITANS,What you might call people who live in a place,False,True,True,"people, residence, geography, demography",True
HADBOT,What you might have if you've been to sea,False,True,False,"nautical,maritime,sailing,shipping,crewmember,seafarer",True
HAEMODILUTION,"A technical term for blood dilution, not common English",True,False,False,"medicine,blood,science,biology,hematology",True
HAGGIOGRAPHAL,A work of hagiography is not a common read.,True,False,False,"Religious,History,Literature,Catholic,Christianity,Saints,Biographies",True
HAIRCUTTER,"They cut hair, not fabric, with shears in hand.",False,True,False,"occupation,career,hairdressing,beauty,salon,barber,cosmetology",True
HALAZONE,A substance that halts the growth of algae in water treatment.,True,False,False,"chemistry,water_treatment,algaecide,pool_maintenance,environmental_science",True
HALKE,"A misspelling of HAKE, a type of fish found in deep waters.",False,False,False,"fish,zoology,ocean,deep-sea",True
HALOMORPHISM,"A term that describes a type of chemical reaction, what might it mean",True,False,False,"chemistry,reactions,physics,science",True
HAMIDIEH,"A royal title, once held by a Persian king",False,False,False,"history,royalty,persian,culture,title",True
HANDBARROW,What you might hold onto while walking up stairs,False,True,False,"architecture,stairs,handrails,fictional,Star_Trek",True
HANDREST,What's on hand when you need a break,False,True,False,"furniture,architecture,design,interior,home,decor,ergonomics,office,furniture_parts",True
HANKER,A strong desire or longing,False,True,False,"desire,longing,emotion,psychology,culture,slang",True
HAPPILY,"A state of contentment and joy, often preceding 'ever after'",False,True,False,"adverb,emotion,positive,language,grammar",True
HARDHATS,What kind of workers might you find on a construction site,False,True,True,"construction,workers,safety,equipment,building,trades,blue-collar",True
HARLEQUINIC,"Like a jestering jester, but in color",False,True,False,"colors,comedy,theater,visual,artistic,musical,emotional,vibrant",True
HARPSICAL,A musical instrument with strings and a peculiar name.,False,False,True,"musical_instruments,esoteric_words,puns",True
HASHEESHES,"A plant that's not tobacco, but can make you feel like a loony Bin.",False,True,True,"drugs,cannabis,marijuana,hemp,psychedelic,botanical,criminal,jihadist,hippie,stoner",True
HATCHMENT,"A symbol of rebirth, but not a bird's nest",True,False,True,"art,culture,death,funeral,iconography,symbolism",True
HAUSFRAUEN,"German plural term for 'housewives', often seen in rural areas.",True,False,True,"language,culture,geography,social_roles",True
HAWKSHAWS,"A type of candy with a crisp, hollow center",False,True,False,"candy,treats,sweets,chewy,crisp,hollow",True
HAZZANS,A group of clergy who lead others astray,False,False,True,"religion,plural-words,sins,clergy,esoteric,jargon",True
HEADSHAKE,What a dog does when it's confused or disagrees,False,True,False,"animals,body_language,gestures,dogs",True
HEARTEDLY,Acting with enthusiasm and sincere emotion,False,True,False,"adverbs,emotions,enthusiasm,sincerity,acting,motivation",True
HEATPROOF,A material that can withstand high temperatures without damage.,True,False,False,"materials,chemistry,engineering,building,construction,heat-resistant,thermal",True
HECHSHER,A symbol stamped on kosher-certified food products,True,False,False,"food,certification,religion,judaism,kosher,symbols",True
HEEDILY,Adverb meaning to pay close attention or take heed,False,True,False,"adverbs,attention,paying,heeding,listening",True
HEIRLOOM,A cherished possession passed down through generations,False,True,False,"antiques,family,heritage,treasures",True
HELIOFUGAL,What is always running away from the sun,True,False,False,"astronomy,esoteric,literature",True
HELLENISTICAL,A scholar well-versed in Greek lore and culture,True,False,False,"History,Culture,Language,Literature,Ancient_Studies,Greek_Ancient",True
HELVELLIC,A type of lichen found in harsh environments.,True,False,False,"microbiology,botany,geology,ecology",True
HEMATOMANCY,A magical practice involving blood divination,True,False,False,"magic,divination,blood,sorcery,pseudoscience",True
HEMICRANIC,A headache that's only half a migraine,True,False,False,"migraines,headaches,medicine,neurology",True
HEMIRAMPHUS,A genus of Australian rodents with a long tail.,True,False,False,"mammals,rodents,australian_fauna,zoology,biology,scurrying_animals,tail_long_species",True
HEMOLYZES,Breaks open red blood cells,True,False,False,"biology,chemistry,hematology,enzymes,medical,scientific",True
HENEQUEN,"A plant fiber used in rope and fabric production, often found in Central America.",False,True,False,"agriculture,fiber,textiles,central_america",True
HEPATOPATHY,A doctor might diagnose this - it's not a disease itself but describes liver abnormalities.,True,False,False,"medicine,anatomy,liver,diseases",True
HERACLEID,A celestial body that might make a hero tremble,True,False,True,"asteroid,hero,greek mythology,comets",True
HERDSMAN,A shepherd guides this plural profession's flock,False,True,True,"agriculture,animals,shepherds,farming,pastoral,caregivers,tending,herdsmanship",True
HERMA,A name often associated with statues in ancient Greece.,False,False,False,"classical_art,ancient_greece,culture,history,sculpture",True
HEROMONGER,"A fanatical admirer of heroes, not a cookie lover",False,True,False,"psychology,fandom,culture,slang",True
HESSIAN,"A type of fabric, tightly woven and crease-resistant.",True,False,False,"fabric,textiles,clothing,engineering,geology,mining",True
HETEROECY,A diverse mix of traits in a population.,True,False,False,"biology,genetics,variation,difference",True
HETEROPHONY,A musical term describing discordant sounds.,True,False,False,"music,harmony,sound,dissonance,composition",True
HEURETIC,"A term that's quite obscure, not commonly used in speech.",True,False,False,"Science,Philosophy,Medicine,Psychology,Astronomy,Mathematics,Technology",True
HEXANDRIA,A rare flower with a complex name,True,False,False,"botany,mythology,names,uncommon,scientific",True
HIAWATHA,A legendary Native American figure in Ojibwe and Potawatomi folklore,True,False,False,"mythology,Native_American_culture",True
HIERACOSPHINGES,A fictional creature that's hard to spell and even harder to find!,True,False,False,"mythology,imaginary_beings,fictional_creatures",True
HIGHHOLDER,A title held by someone of high social standing,False,True,False,"title,social_status,nobility,aristocracy",True
HILLTOP,The highest point of a hill; a summit,False,True,False,"landforms,geography,mountainous,peak,summits,elevation",True
HIP,It's a part of the body that sways to the beat.,False,True,False,"anatomy,dance,music",True
HIPPURIA,"A plant that's rare and obscure, its name not often heard.",True,False,False,"botany,water_plants,flora,rare_plants,aquatic_plants,medicinal_plants",True
HIST,"What's past is not just prologue, it's this singular collection of events",False,True,False,"subject,education,pop culture,military,social sciences,geological,zoological",True
HITCHIEST,These travelers seek rides from passing vehicles,False,True,True,"travel,culture,social,technology",True
HOBBY,A passion pursued outside of work or daily life,False,True,False,"leisure,interests,hobbies,pastimes,recreation",True
HOGGER,A creature that hoards and hides,False,True,False,"mythology,folklore,fictional_characters,beasts,imaginary_animals",True
HOLDER,One who retains or keeps something,False,True,False,"possession,ownership,hierarchy,social roles",True
HOLOBLASTICALLY,A term that describes something occurring in a way that's completely and utterly ridiculous.,True,False,False,"mildly,interesting,crazy,silly,unique,unusual",True
HOLOTHECAL,A rare term describing something complete and perfect,True,False,False,"philosophy,esoteric,scientific",True
HOMEOIDAL,"Like a snail's shell shape, this term describes something shaped like itself",True,False,False,"geometry,biology,shapes,organism,anatomy",True
HOMINOIDS,What category do humans and their close relatives belong to,True,False,True,"biology,primates,evolution,hominids, taxonomy,science",True
HOMOGENIZER,"A machine that blends things evenly, like a mixologist but for substances, not drinks.",True,False,False,"appliances,food_processing,kitchen_equipment,science_laboratory",True
HOMOSCEDASTIC,What type of relationships are within the same species,True,False,False,"biology,zoology,evolution,genetics,pop culture,science,jargon",True
HONEYMONTH,A month filled with sweet love and warmth.,False,True,False,"love,romance,sweets,nature,months,pop_culture",True
HOOEYS,"A group of people from Indiana, or a type of footwear with no heels.",False,True,True,"American_Regions,Clothing_Fashion,Indiana_Pop_Culture,Sportswear",True
HOOTCHES,A small cask or barrel used to hold beer.,False,True,True,"alcohol,containers,historical,equipment,culture",True
HORIZONAL,"Like lines on a crossword grid, these are parallel to the bottom of the page.",False,True,False,"crosswords,geometry,lines,orientation,directions",True
HOROLOGUE,What's a fancy term for a clock,False,True,False,"timepieces,technology,historical terms,clocks,precision instruments",True
HORSER,A four-legged animal that can neigh or whinny.,False,True,False,"animals,mammals,equines,pop_culture,transportation,sports",True
HOSTEL,A place where travelers can find a bed and perhaps some camaraderie,False,True,False,"lodging, youth_travel, social_settings",True
HOULET,"A small crater on the moon's surface, named after a French astronomer",True,False,False,"astronomy,craters,moon,named_after_person",True
HOUSEWARD,"Heading home, but not in a straight line",False,True,False,"directions,movements,family,senses",True
HUANTAJAYITE,"A rare mineral found in volcanic rocks, its name derived from a Peruvian village",True,False,False,"minerals,volcanology,geology,south_american_place_names",True
HUGGERS,They give warmth without a heating bill.,False,True,False,"people,weather,holidays",True
HUMANOID,Like a robot from a science fiction movie,True,False,False,"robots,sciencefiction,fictionalcreatures,inventions,androids,cyborgs,movies,popculture",True
HUMMOCK,"A bed made of straw or hay, found in a barnyard",False,True,False,"agriculture,camping,farm,bedding,outdoor,living spaces",True
HUNKEROUS,Adjective describing someone with an exceptionally high number of hunks.,False,True,False,"hunks, attractiveness, slang, adjectives",True
HURTS,What a bad sunburn might cause you to say,False,True,False,"physical,emotions,pain,sunburns,vocabulary",True
HUZZAHED,"Past tense of 'huzzah', a cheer expressing excitement or approval.",False,False,True,"emotion,exclamation,historical,obscurity",True
HYDATOPNEUMATIC,A technical term describing a type of lung disease in horses,True,False,False,"veterinary,equestrian,medicine,diseases,horses",True
HYDROBENZOIN,A compound found in nature's pharmacy,True,False,False,"chemistry,pharmaceuticals,natural_science",True
HYDROGENS,Element that's always the first in the periodic table,True,False,True,"chemistry,elements,science,physics,atomic,periodic_table,gas",True
HYDROPHILIDAE,A family of beetles that love water,True,False,True,"insects,water-enthusiastic,coleoptera,freshwater",True
HYDROTECHNICAL,What's technical about water,True,False,False,"science,engineering,water,technology",True
HYGROPLASM,A technical term for moisture passed from one plant part to another,True,False,False,"botany,science,plant physiology,water movement,transpiration",True
HYMNODY,"A collection of hymns, musically speaking",True,False,False,"music,theology,liturgical,Christianity,church,musicology,hymnals,sacred_music",True
HYPERAPHIA,What's the opposite of hyperphagia,True,False,False,"medical,diet,abnormal_behavior",True
HYPERELEGANT,"Beyond elegant, in a state of luxurious excess",True,False,False,"luxury,cars,fashion,lifestyle,adjectives,synonyms",True
HYPERMETAPHORIC,A figure of speech that's excessively figurative.,True,False,False,"literature,language,rhetoric,poetry,creative-writing,figurative-language",True
HYPERPOLARIZE,"To make extremely polar, in a scientific sense",True,False,False,"chemistry,polar opposites,physics,electrochemistry,synonyms,antonyms",True
HYPES,An irrational fear of being underprivileged.,True,False,False,"psychology,disorders,fears,social,status",True
HYPOBASIS,It's a type of musical composition with a hidden melody.,True,False,False,"Music,Composers,Riddles",True
HYPOERGIC,A state of being overly energetic,True,False,False,"medicine,energy,state",True
HYPOPHORA,A technical term for a plant disease caused by a fungus,True,False,False,"botany,mycology,diseases,plant_health,agriculture",True
HYPOSTROPHE,A letter's long fall from grace,True,False,False,"language,grammar,type,formal",True
HYPSICEPHALOUS,"Above the head, this trait stands out",True,False,False,"botany,zoology,biochemistry,palaeontology,mycology",True
HYSTRICID,"A family of rodents known for their long, hairy tails",True,False,False,"rodents,tails,science,zoology,unique_features",True
ICEFALLS,Melted glaciers form these frozen waterfalls,False,True,True,"geology,water_features,mountains,natural_disasters",True
ICHTHYOSAUR,An extinct marine reptile with a fish-like appearance,True,False,False,"dinosaurs,prehistoric,reptiles,paleontology",True
IDAEIN,A river in ancient Greece that flows through a famous valley.,False,False,False,"geography,ancient_history,greek_mythology",True
IDEOPHONE,"A phone that doesn't exist in reality, but could be a fun concept for a sci-fi story.",True,False,False,"sci-fi,fictional,invented,gadgets,telecommunications",True
IDLEHEADED,Like a person who constantly procrastinates and avoids responsibility,False,True,False,"personality,behavioral_traits,procrastination,vices",True
IFREAL,A word that sounds like a magical place where dragons live and giants roam.,False,True,False,"fiction,fantasy,literature,mythology,pop culture,tolkien references",True
IKE,A large-scale human-made structure used for temporary shelter during a disaster or emergency.,False,True,False,"shelter,disaster,emergency,human-made,structure,temporary",True
ILLEGITIMACIES,What's the plural form of a child born out of wedlock,False,True,True,"births,marriage,family,legal",True
ILLUMING,What a lighthouse does to the dark sea,False,True,False,"light,vision,sight,navigation,maritime,architecture,art,photography,film,technology",True
IMAGOES,What a butterfly goes through in its life cycle,False,True,True,"zoology,biology,nature,cycles,life_stages,insects",True
IMBRUE,"To stain or color something, often metaphorically.",False,True,False,"art,literature,metaphor,poetry,shades of meaning,word origins",True
IMMEASURABILITY,"What's beyond measurement, as in infinity",True,False,False,"mathematics,philosophy,religion,infinity,universality,vastness",True
IMMODESTLY,Behaving boldly and brazenly in one's actions or appearance.,False,True,False,"adverb,behavior,social,morals,virtues,vices",True
IMMUTILATE,What a rare condition prevents you from being vaccinated,True,False,True,"medical,immunology,vaccines,diseases,pharmaceutical",True
IMPASSIONED,"Feeling unemotional, like a robot without a soul.",True,False,False,"robotics,synonyms,philosophy",True
IMPERATIVENESS,What's the quality of a bossy command,False,True,False,"emotion,leadership,communication,psychology,authority,politics",True
IMPERSUASIBLY,Convincing someone with persuasive and irresistible charm.,False,True,False,"adverbs,language,communication,persuasion,charm,influence",True
IMPLEX,"A complex term, but not quite as complicated as it seems.",True,False,False,"science,technology,programming,cryptography,mathematics",True
IMPOSER,One who forcefully imposes their will or ideas,False,True,False,"dictator,tyrant,bully,intimidator,authoritarian,oppressor,enforcer",True
IMPRESSARIO,A master of ceremonies who arranges and promotes events,False,True,False,"entertainment,events,celebrity,circus,promotions,production",True
IMPROVISATIONAL,"A musical style that's not pre-planned, it's spontaneous and free-flowing.",True,False,False,"music,jazz,instrumental,composition,spontaneous,creative,artistic",True
INACQUIESCENT,Never ceasing to acquire knowledge,True,False,False,"learning,unstopping,growth,intellect,cunning,obscurity,wordplay",True
INAPPRECIABLY,Not being valued as one should,True,False,False,"adjectives,unappreciated,motivation,psychology",True
INCAIC,"An ancient language from the Andes, not found in a dictionary",True,False,False,"archaeology,historical_languages,South_American,culture,ancient_civilizations",True
INCENSORY,"A device for burning incense, but not a place to keep your old computers!",False,True,True,"religion,home decor,fragrance,rituals",True
INCITES,"Stirs up trouble, like a rabble-rouser might",False,True,False,"verbs,pop culture,psychology,social influence,agitation,stirring",True
INCOMMODATION,What you might find when your guest's needs aren't met,True,False,False,"lodging,uncomfortableness,homonyms",True
INCONNECTION,What's missing when two things are not linked,False,True,False,"grammar,language,communication,relationships,social,electronics",True
INCORRESPONDENT,A journalist who doesn't report facts accurately,True,False,False,"journalism,media,fact-checking,truth,bias,propaganda,newspapers,magazines,international",True
INCULCATE,What a teacher does with knowledge,False,True,False,"education,language,vocabulary",True
INDECIDUOUS,Like a teenager trying to pick a prom dress.,False,True,False,"adolescence,botany,psychology,trees",True
INDETECTABLE,What's the opposite of detectable,True,False,False,"science,technology,mystery",True
INDIGENEITY,What you have if you're a native born in this place,True,False,False,"ethnicity,geography,culture,nationality,birthplace,society",True
INDISTORTABLE,What you'd call a truth that remains unchanged.,False,True,False,"truth,universality,veracity,honesty,integrity",True
INDRAFT,"In a draft, one might find this term describing a strong current of air.",False,True,False,"weather,air currents,vocabulary,meteorology",True
INDUSTRIOUS,Hardworking like a bee in a hive,False,True,False,"work ethic,antonyms:LAZY,verbs,adjectives,nouns",True
INEQUIVALVE,"Like a valve that's not equal, but a social condition quite real.",False,True,False,"social_justice,economics,social_science,valves",True
INEXPIABLE,What remains unchangeable and timeless,False,True,False,"adjectives,universals,enduring,qualities,words,language",True
INFECT,What does a virus do to its host,False,True,False,"virus,spread,disease,microbiology,science,health",True
INFILM,A process that turns liquid film into a solid,False,True,False,"photography,chemistry,cinematography,film_processing",True
INFLEXURE,A bend that cannot be straightened,True,False,False,"geology,anatomy,biochemistry,physics,engineering,linguistics,chess,art,horticulture,clothing",True
INFRAMAMMARY,"Below the mammary glands, you'll find this rare term",True,False,False,"anatomy,medical,veterinary,zoology",True
INFUSORIES,"What's found in a petri dish, not in a zoo",True,False,True,"microbiology,cell biology,single-celled organisms,laboratory science,research,bacteria,fungi",True
INGRATIATION,Slyly gaining favor through flattery,False,True,False,"social,manipulation,psychology,social-interaction,politics,courtship",True
INHIBITIVE,What kind of behavior does a good sportsman avoid,True,False,False,"psychology,sports,etiquette,vocabulary,adjectives,behavior",True
INJELLY,What you do with a toy in gelatin,False,True,False,"food,fun,crafts,chess,silly,jelly,dessert",True
INLIGHTEN,A verb that means to make someone understand something clearly.,False,True,False,"grammar,education,cognition,pop_culture,jargon",True
INOBLAST,A chemical blast that's hard to decipher,True,False,False,"chemistry,decryption,riddles",True
INOXIDIZE,A verb meaning to prevent rust through oxidation prevention.,True,False,False,"chemistry,metals,antirust,treatment,oxidation,corrosion_control",True
INSANITATION,What do you call the process of making something clean and germ-free,False,True,False,"hygiene,public_health,environment,cleanliness,disinfection,pollution_control",True
INSEP,A title given to those who have never lost in international competition.,False,False,False,"athletes,sports,competition,international",True
INSNARES,What a master fisherman does to catch his prey,False,True,True,"fishing,trap,crafts,sports,outdoor,recreation",True
INSPREITH,What fuels creativity and motivation,False,True,False,"art,psychology,motivation,creativity,personal_development,philosophy,literature,religion,sports",True
INSTRUCTIBLE,What you are if you can be taught new tricks,False,True,False,"adjectives,animals,pets,dogs,tricks,trainability",True
INSURES,What a good insurance policy provides,False,True,False,"insurance,finance,popular,phrases,common,verbs,financial,jargon",True
INTELLECTUALITY,What you might lack if your thoughts are shallow,True,False,True,"Philosophy,Academia,Creativity,Depth,Insight,Knowledge",True
INTERACTIONS,What you find between people and entities,False,True,True,"social,communication,human,relationships,sociology,personal,professional,technology,media",True
INTERCEPTABLE,What's possible when you're listening in on a private conversation,False,True,False,"surveillance,espionage,communications,cryptography",True
INTERCOSMICALLY,Traversing space like a cosmic cowboy,True,False,False,"astronomy,space,travel,cowboys,vocabulary",True
INTERFENESTRAL,What connects windows,True,False,False,"architecture,construction,interior_design,vocabulary",True
INTERIORIST,A professional who designs and decorates living spaces,True,False,False,"decorating,design,furnishing,home,interior_design,profession",True
INTERLOCATED,A person who speaks or converses with others,False,True,False,"verb,communication,social_interaction",True
